BALANCE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,response
150000,41,-1,-1,-1,-1,390,390,390,15080,390,390,15080,0,notdefault
70000,30,0,0,0,0,8432,9596,10637,11965,1300,1200,1507,1000,notdefault
120000,25,2,2,2,2,120298,120822,109887,116313,4007,0,8272,5000,notdefault
200000,29,0,0,0,0,34391,26945,26349,26925,1507,1427,1003,2000,notdefault
50000,27,0,0,0,0,45586,46573,47332,47382,3000,2200,1600,978,notdefault
50000,28,-1,-1,-1,-1,5953,1044,2450,248,1044,2450,248,198,notdefault
50000,29,0,0,0,0,50486,50035,49388,10275,2200,1192,1000,2000,notdefault
20000,22,2,0,0,0,14414,15424,16448,17462,1554,1578,1592,1435,default
230000,42,-1,-1,0,0,170,2217,5167,8552,2217,3167,3552,5000,notdefault
620000,45,2,2,0,0,160837,156839,160440,163781,0,6200,6000,6000,default
170000,42,0,0,0,0,52262,36518,20533,-919,1985,1000,16000,16000,notdefault
120000,29,-1,2,-1,-1,632,316,316,632,0,316,632,0,default
250000,24,-2,-2,-1,0,0,0,19449,20623,0,19449,1500,1000,default
320000,36,0,0,0,0,146201,129311,112151,84218,5465,3137,52,2384,notdefault
100000,52,0,0,0,0,21641,22983,24290,25080,2000,2000,1500,1093,notdefault
50000,35,0,0,0,0,48829,49789,19726,20074,2046,3000,1500,1000,notdefault
350000,50,0,0,0,0,136293,139215,142695,98404,4846,5577,3488,3417,notdefault
400000,32,-2,-2,-2,-2,0,626,118,10349,626,118,10349,2817,notdefault
50000,34,1,-2,-1,-1,0,0,400,0,0,400,0,600,default
150000,58,-1,-1,-1,-1,1657,2277,4049,1665,2277,4066,1665,559,notdefault
120000,24,0,0,0,-2,79172,61300,0,0,2500,0,0,0,notdefault
360000,43,-1,-1,2,-1,9011,4045,1780,2380,4045,0,4760,0,notdefault
150000,29,2,2,2,2,99986,103662,103978,105272,6800,3500,4500,3000,default
360000,32,0,0,0,0,272112,272444,256974,241226,10130,12649,8916,7725,notdefault
130000,26,0,0,2,2,121329,128791,127881,133130,11000,2600,9000,0,notdefault
150000,39,0,0,0,0,65627,64803,62844,61785,2982,2803,2019,2060,notdefault
50000,29,0,0,-2,-2,30900,0,0,0,0,0,0,1500,notdefault
250000,37,-1,-1,-1,-1,25366,36567,24079,13141,36655,24104,13144,12000,notdefault
80000,23,0,0,0,0,4125,10174,6160,9020,6174,3160,5020,1670,notdefault
90000,32,1,-2,-2,-2,-295,-295,-295,-295,0,0,0,1,notdefault
260000,29,1,-1,0,-1,15502,16832,16832,16332,18000,16666,16666,16666,default
210000,41,-1,-1,2,0,390,1732,1170,780,1732,0,0,0,default
50000,25,0,0,0,0,18595,18326,18814,19189,1310,1297,672,837,notdefault
140000,27,2,2,2,2,94903,96912,98015,99155,4400,3600,3600,3500,default
30000,22,1,2,2,0,14274,14367,13296,12516,1000,0,0,0,default
410000,38,2,2,2,0,180922,184241,176857,175193,7670,2,5561,5432,default
20000,51,0,0,0,0,14681,14777,15025,16504,1562,1200,2000,2000,notdefault
90000,52,0,0,0,0,87186,87526,88924,88735,3505,3962,2909,3107,notdefault
120000,45,0,0,0,0,52574,47092,44208,32652,2000,2000,1256,1000,notdefault
140000,27,-1,-1,-1,0,832,0,825,409,0,825,0,528,default
60000,23,0,0,0,0,27369,27961,28509,28628,1466,1452,1009,1040,notdefault
70000,34,0,0,-1,0,5219,6747,19948,20231,3092,19948,3000,3002,notdefault
110000,29,0,0,0,0,60101,61589,60822,62306,2505,2500,2500,2500,notdefault
20000,24,1,-1,-1,-1,0,890,467,500,890,467,500,0,notdefault
50000,32,0,0,0,0,18741,12724,13804,15331,1724,1804,2721,1159,notdefault
30000,53,0,0,2,0,12466,15333,14802,15523,3086,0,1276,3223,default
500000,42,0,0,0,0,62112,60246,74832,126778,20025,40000,85000,139,notdefault
210000,32,0,0,0,0,67374,69489,70937,71761,3200,3200,2600,2900,notdefault
60000,24,0,0,0,0,56119,57282,58533,59349,2664,2800,2400,2100,notdefault
100000,39,0,0,0,0,74053,75040,76231,78392,3274,3000,3431,2994,notdefault
200000,31,1,-1,-1,-2,0,896,0,0,896,0,0,0,notdefault
230000,30,0,0,0,0,149775,107052,231164,120523,10000,130223,9953,4014,notdefault
20000,27,-1,2,0,0,20556,19403,13536,17623,8,2072,15000,1500,notdefault
180000,34,1,-1,-1,-2,0,149,0,0,149,0,0,0,notdefault
130000,40,0,0,2,0,9559,12394,11883,9826,3000,0,500,500,default
260000,30,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
70000,29,0,0,0,0,66648,66638,57404,33045,3000,5137,968,2500,notdefault
110000,26,0,-1,-1,2,60808,196,3290,3089,196,3290,0,563,notdefault
300000,28,-1,-1,-1,-1,14033,6500,1477,0,6520,1477,0,0,default
70000,53,0,0,-1,-1,24645,0,14000,0,0,14000,0,0,notdefault
20000,26,-2,-2,-2,-2,1000,8930,0,0,8930,0,0,0,notdefault
50000,23,-1,-1,2,0,45708,48316,44070,45021,6000,0,2000,2000,notdefault
150000,28,0,0,0,0,100623,101593,101886,101441,4700,4000,4032,3410,notdefault
330000,53,0,0,0,0,141061,144526,148420,152341,3856,3926,3966,3000,notdefault
170000,46,0,0,0,0,162110,156444,151504,151377,6000,6000,7000,6000,notdefault
130000,33,0,0,0,0,127781,122319,107674,89780,4700,3500,3200,3200,notdefault
140000,26,0,0,0,0,41547,40925,36775,35877,2000,1800,1300,1400,notdefault
30000,28,-1,2,2,0,1190,2107,1098,1098,1098,0,0,982,default
180000,35,-1,-1,-1,-1,1866,590,360,0,590,360,0,0,notdefault
480000,37,-1,-1,-1,-1,5269,2217,9731,9272,2217,9731,9272,2718,notdefault
20000,29,2,2,2,0,19098,19953,18756,19968,1474,0,2403,0,notdefault
230000,41,-1,0,0,0,23216,25548,23769,17270,10014,1602,1017,332,notdefault
130000,25,0,0,2,0,45134,52180,49874,52000,9000,0,5000,4000,notdefault
10000,21,0,0,0,0,7427,8057,8749,9413,1200,1165,1079,1200,notdefault
50000,31,1,2,2,2,38102,40025,40071,40906,2830,1000,1800,2000,default
20000,36,0,0,0,-1,6620,7114,3948,18838,2151,3600,20044,65,notdefault
500000,37,-1,-1,-1,-1,4331,60446,30592,154167,60446,30594,150843,163881,default
170000,27,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
230000,61,2,2,-2,-2,2500,0,0,0,0,0,0,0,default
580000,42,0,0,0,0,264482,267508,255409,256321,9431,8842,7663,7814,notdefault
230000,31,-1,-1,-1,-1,2274,7398,5537,1247,7398,5537,1259,0,notdefault
30000,30,0,0,0,-2,14451,15525,0,0,1525,0,0,0,notdefault
100000,42,0,0,0,0,98430,99998,16138,17758,5000,2000,2000,2000,notdefault
200000,29,2,0,0,0,159398,156955,132144,119136,6163,4530,4500,5000,default
110000,34,0,0,0,0,110712,110988,98270,79402,4112,3648,2800,3100,notdefault
30000,33,0,0,0,0,25498,26149,26716,26918,1451,1408,1000,964,default
60000,29,0,0,0,0,60000,60594,57606,33159,3100,2000,3000,3800,notdefault
30000,23,0,0,0,0,28371,28238,28963,29991,2000,2000,2000,2000,default
120000,32,0,0,0,0,37981,36149,37179,38500,1586,1616,1937,1392,notdefault
310000,32,0,0,0,0,6023,23782,26024,26201,18000,3000,1500,500,notdefault
310000,36,0,0,0,0,52191,36758,29180,22426,3012,5000,2000,5000,notdefault
80000,28,2,0,0,0,52062,49884,22348,22063,2158,1708,1411,4,default
80000,39,0,0,0,-2,4948,3804,0,0,1000,0,0,1715,notdefault
100000,32,0,0,0,0,26127,26608,24689,25699,2000,2000,1700,1500,notdefault
320000,35,-2,-2,-2,-2,0,0,2500,0,0,2500,0,0,default
210000,33,0,0,-2,-2,6309,0,0,0,0,0,0,0,default
100000,35,2,2,0,0,101326,97751,92431,97227,0,3500,7000,0,default
240000,32,0,0,-2,-2,12000,0,0,0,0,0,0,0,notdefault
200000,29,2,2,2,2,172325,174082,177684,180259,6000,8000,7000,6500,default
180000,30,0,0,0,0,174297,152251,96399,87026,22000,4000,2000,5000,notdefault
360000,34,1,-2,-2,-2,-62,-31,-31,-31,0,0,0,0,notdefault
360000,27,-1,-1,-1,-1,759,5695,1390,8531,5702,1395,8531,0,notdefault
270000,33,-2,-2,-2,-2,12091,0,6743,338,0,6743,338,0,notdefault
360000,64,-2,-2,-2,-2,0,4900,0,0,4900,0,0,5640,notdefault
180000,34,1,2,2,2,142024,144790,146552,142714,6500,5600,0,12000,default
60000,32,1,2,0,0,61291,57946,59534,60615,0,3120,3050,1136,default
500000,39,0,0,0,0,418958,439432,440324,440565,39432,20000,20000,20000,notdefault
160000,23,0,0,0,0,96814,69870,68984,55559,10008,20014,1894,6425,notdefault
60000,23,0,0,0,0,57097,58134,58647,59619,2659,2190,2078,2002,default
290000,52,0,-1,-1,-1,302396,2000,2208,105145,2000,2604,215917,3685,notdefault
100000,29,-2,-2,-2,-2,0,0,0,0,0,0,0,0,default
360000,27,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
50000,32,2,0,0,2,16434,17550,21414,20774,1688,4476,0,888,notdefault
20000,24,-1,2,-1,0,632,316,948,632,0,948,0,0,notdefault
150000,32,2,2,2,2,126115,128860,131426,132703,6300,6100,4900,0,notdefault
50000,39,0,0,-1,-1,34617,34390,810,19009,1000,810,51000,0,notdefault
150000,28,0,0,0,0,15855,27241,20818,9864,18056,4065,1058,3976,notdefault
80000,38,2,0,0,2,18733,20081,17245,13507,2000,2500,0,2000,notdefault
50000,29,0,0,0,0,47373,48076,23459,16175,2000,2083,2000,2000,notdefault
160000,28,-2,2,0,0,4145,3930,5859,10299,0,2000,5008,3007,notdefault
490000,42,-1,-1,-1,0,15838,11356,25409,15926,11404,25458,86,8711,notdefault
500000,48,-1,0,0,0,30252,47506,28171,26498,38009,28005,22000,33000,notdefault
140000,25,-1,-1,-1,-1,1605,1844,1311,643,1844,1311,643,2561,notdefault
50000,50,0,0,0,0,9404,10745,12058,13256,1500,1500,1400,1400,notdefault
80000,44,2,0,0,0,78950,79788,70319,0,2815,1858,0,0,default
230000,29,0,0,0,0,64982,44908,51535,24607,3000,11000,15000,13000,notdefault
370000,31,0,0,0,0,35605,39837,41576,44178,5000,3000,5000,5000,notdefault
260000,32,-2,-2,-2,-2,0,0,3210,0,0,3210,0,0,default
30000,47,0,0,0,0,15979,17705,19107,20281,2000,2000,1500,1000,notdefault
50000,42,0,0,0,0,46566,47792,49322,50618,2000,2300,2500,500,notdefault
50000,27,0,0,0,0,40491,41522,42725,40802,2003,2206,3000,3000,notdefault
10000,31,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
360000,27,0,0,0,-1,6449,3885,3113,1347,1108,1024,1353,2188,default
500000,62,1,-2,-2,-2,0,0,0,0,0,0,0,1981,notdefault
210000,34,-1,-1,-1,-1,326,983,1297,326,983,1297,326,326,default
50000,44,0,0,0,0,13226,14470,15000,0,1470,1000,0,0,notdefault
210000,43,-1,-1,-1,-1,3088,5045,8024,1292,5056,8042,1292,1000,notdefault
200000,26,-2,-2,-2,-2,58147,1468,2321,327194,1468,2321,163597,6680,notdefault
240000,39,0,0,0,0,123704,125133,128856,131620,4905,5800,4900,4900,notdefault
350000,40,-2,-2,-2,-2,26774,22062,38491,4683,22181,38683,4706,3816,notdefault
200000,28,0,0,0,0,52935,51971,51341,49090,2500,2200,2500,3500,notdefault
240000,28,0,0,0,0,147974,150683,137645,140388,5300,4931,4966,5000,notdefault
290000,29,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
60000,36,0,0,0,0,46064,47320,48337,49332,2000,1805,1800,2000,notdefault
300000,38,1,-2,-2,-1,0,0,0,1000,0,0,1000,390,default
110000,30,1,2,-1,-1,2932,2373,2373,1475,0,2373,1475,4000,notdefault
130000,37,0,0,0,0,31280,32582,33328,34310,1813,1559,1541,1290,notdefault
100000,25,0,0,0,-1,8791,4910,0,674,1000,0,674,0,notdefault
200000,60,0,0,0,2,135775,136946,142735,149574,4916,8011,10800,5411,notdefault
240000,29,0,0,0,-1,25700,28677,22081,3428,5009,2000,5000,0,notdefault
100000,47,0,0,0,0,72703,74147,76305,77855,2653,3352,3413,3000,notdefault
400000,33,-1,-1,-1,2,10858,15892,18182,12205,16000,2600,24,1000,notdefault
240000,28,0,0,0,0,209848,214477,218142,195913,10000,9000,7000,7000,notdefault
220000,42,1,2,0,0,59932,57477,54788,54468,0,2421,1964,2000,notdefault
430000,41,-2,-2,-2,-2,2830,21419,15555,6705,21419,0,6705,0,notdefault
110000,41,0,0,0,0,53497,51110,48995,46772,2510,2509,2031,1507,notdefault
120000,45,0,0,0,0,90041,86140,87941,89737,3079,3185,3251,7200,notdefault
50000,37,0,0,2,0,45553,49457,47080,45833,6324,0,1200,1000,notdefault
240000,38,2,2,-2,-2,2500,0,0,0,0,0,0,0,default
80000,36,2,2,2,0,82177,89893,80774,80082,10096,0,3800,3125,default
320000,53,0,0,0,0,319711,33589,34608,38544,3000,3000,6000,8000,notdefault
260000,37,0,0,0,0,112053,108596,100005,101759,5000,5000,5000,5000,notdefault
20000,30,1,2,2,2,17260,19099,19309,18703,2422,816,0,685,notdefault
80000,26,0,0,0,0,56808,55901,57030,56576,3000,3010,4000,5000,notdefault
200000,44,-2,-2,-2,-2,0,1904,0,0,1904,0,0,0,notdefault
160000,26,-1,-1,-1,-1,5323,1714,2003,2580,1726,2235,2605,0,notdefault
560000,45,0,0,0,0,34669,150228,151425,143343,150000,60052,10268,27225,notdefault
80000,33,0,-1,-1,0,17254,811,1533,722,1000,1533,0,900,notdefault
90000,33,0,0,0,0,3817,8545,8961,11676,5000,1285,3000,1189,notdefault
70000,24,0,0,0,0,65920,67413,68623,68867,3150,3000,2250,2400,notdefault
50000,29,0,0,0,0,27179,27878,28908,29922,1454,1484,1498,1093,default
200000,37,-1,-1,-1,0,24779,8313,1951,1951,8318,1951,0,3124,notdefault
50000,29,0,0,0,0,50029,48347,49268,50437,2100,2000,2100,1400,notdefault
200000,39,-2,-2,-2,-2,-200,-200,-200,0,0,0,200,60800,notdefault
20000,22,1,2,2,0,15706,15757,15436,16331,1000,1000,1200,900,default
100000,43,0,0,-2,-2,62170,0,0,0,0,0,0,0,notdefault
60000,37,0,0,0,0,38670,37606,35189,31373,1606,1674,1420,937,notdefault
50000,26,0,0,0,0,41375,35398,27906,23043,1515,1424,1315,1000,notdefault
30000,52,2,3,2,0,31521,30749,29506,29106,0,0,0,0,notdefault
20000,33,-1,0,0,0,3010,1603,19980,19983,1272,19288,681,917,notdefault
20000,21,0,0,0,0,10109,11153,11841,4725,3000,2000,1200,5000,notdefault
200000,43,0,0,0,0,146206,150404,154977,157166,5404,5854,5000,5000,notdefault
170000,42,0,0,0,0,164824,132485,120267,117453,6107,6000,4500,4500,notdefault
130000,36,2,2,0,0,131989,128467,131073,132399,0,6230,5000,10200,default
120000,54,0,0,0,0,20157,19295,13531,10129,2000,1500,1500,2000,notdefault
30000,25,0,0,2,2,23657,26568,27456,27915,3300,1600,1200,0,default
120000,41,-1,-1,-2,-1,416,0,0,832,0,416,1248,0,notdefault
180000,54,0,0,0,0,87695,88545,90403,92245,3200,3279,3343,3366,notdefault
180000,31,-1,-1,0,0,1100,860,1480,380,860,1000,0,740,default
60000,45,0,0,0,0,26350,23908,24215,17728,1413,1500,1173,532,notdefault
280000,61,0,0,0,0,162734,146990,149201,152377,7000,6000,5500,5800,notdefault
260000,41,-1,-1,-2,-1,1145,-4,-4,2177,4,0,2181,158,notdefault
420000,47,-1,-1,-1,-1,10517,15571,9090,9622,15585,9100,9628,10223,notdefault
80000,30,1,-1,-1,-1,0,1313,880,0,1313,883,0,0,notdefault
350000,47,0,0,0,0,190211,191582,163154,299409,8239,8902,213103,9036,notdefault
50000,56,0,0,0,0,48155,49157,50417,48371,1798,2058,1683,600,notdefault
240000,36,-1,-1,-2,-1,229,-167,-563,254,0,0,1213,0,notdefault
60000,23,0,0,0,0,45648,46850,47214,19595,1937,1301,682,690,notdefault
20000,53,0,0,0,0,18856,19840,18588,17650,1318,1298,1260,613,notdefault
40000,25,0,0,0,2,39092,39816,40817,39082,1967,3300,0,1400,default
260000,44,-1,-1,-1,-1,11506,973,1183,2270,975,1186,2287,0,notdefault
30000,27,0,0,0,0,8476,9677,10715,13218,1500,1500,3000,0,notdefault
150000,28,0,-1,0,-1,12272,4447,5228,1623,4447,1000,1623,0,notdefault
30000,46,0,0,0,0,28234,28874,29437,27738,1484,1436,1120,995,notdefault
80000,26,0,0,0,0,67090,67229,24772,20000,2500,2089,6000,200,notdefault
50000,43,0,0,0,0,17113,17751,18332,18301,1303,1274,633,1000,notdefault
20000,38,0,0,0,0,6715,7736,8745,9394,1287,1296,945,0,notdefault
90000,33,0,0,0,0,89129,89543,84447,78238,3308,3014,3203,3000,notdefault
80000,37,1,2,0,0,55595,54142,55247,55738,0,2600,2006,5000,notdefault
50000,33,0,0,0,0,21460,12570,13530,14876,1300,1200,5000,1000,default
190000,40,0,0,0,0,78388,80740,83134,96310,3600,4000,14000,3000,notdefault
120000,36,0,0,-2,-2,106609,380,0,970,380,0,970,5576,notdefault
100000,25,0,0,0,0,90976,93443,94192,95535,4000,3503,4000,4003,notdefault
150000,26,-2,-2,-2,-2,37636,27448,29890,390,27603,29890,21890,257,notdefault
50000,24,0,0,0,0,53159,50465,50744,41232,2000,2097,2224,1000,notdefault
360000,52,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
190000,42,-1,-1,-1,-1,7776,3706,7517,2168,3706,7523,2168,5300,notdefault
340000,45,-2,-2,-2,-2,5754,480,2532,-36,482,2544,2,106196,notdefault
10000,40,3,2,2,3,1050,1050,1050,1050,0,0,0,0,default
230000,46,-2,-2,-2,-2,1313,1414,1258,2565,1421,1264,2577,0,notdefault
150000,28,0,0,0,0,85118,88844,92345,82866,5000,5000,5000,5000,default
30000,43,5,4,3,2,31273,30499,29740,28736,0,0,0,0,default
50000,35,-1,-1,0,0,10458,37907,33604,25303,37907,1599,1200,0,notdefault
150000,40,0,0,0,0,133013,123548,94995,52874,4159,4221,3094,30454,default
200000,47,-1,-1,-1,-1,11418,2541,10599,13865,2541,10599,13865,0,notdefault
30000,29,2,2,2,2,18872,21734,21103,22939,3500,0,2500,0,default
290000,28,0,0,0,2,6395,7330,8711,9409,1200,1500,1000,900,default
10000,32,1,2,0,0,9001,8322,8630,8630,0,1400,0,0,default
230000,39,-1,-1,-1,2,834,-150,517,53,0,667,0,700,notdefault
360000,32,-2,-2,-2,-2,10729,2523,-2,-2,2535,0,0,0,notdefault
30000,47,1,2,2,2,13012,13502,13892,14369,1000,900,1000,1200,notdefault
220000,39,-1,-1,-1,-1,419,419,419,419,419,419,419,419,notdefault
220000,32,1,-1,-1,-1,0,4048,4925,12554,4048,4925,12606,0,notdefault
100000,27,0,0,0,0,82609,81989,82466,78234,3106,3000,2805,2739,notdefault
30000,30,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
20000,24,0,0,0,0,13168,13888,14900,15916,1237,1249,1265,0,notdefault
500000,36,-1,-1,-1,-1,10483,23956,0,8500,23962,0,8500,4590,notdefault
40000,26,0,0,0,0,6223,7944,8961,3090,2000,1196,1000,1950,default
90000,27,0,0,0,0,18525,14242,25574,21948,10105,16776,19689,0,notdefault
50000,25,0,0,-1,-1,14500,0,790,3696,0,790,3696,3000,notdefault
300000,30,1,-2,-1,0,-6027,-6027,3973,3973,0,10000,0,1244,notdefault
100000,23,0,0,0,0,8002,7954,9777,10026,2000,2000,1000,504,notdefault
20000,37,0,0,0,0,14320,14595,16350,17322,2000,2000,2000,2000,notdefault
70000,37,0,0,0,0,71742,70978,70949,68782,2721,2714,2632,2600,notdefault
150000,34,-1,0,0,0,50523,46054,46191,45564,1763,2500,2000,2000,notdefault
20000,50,0,0,2,0,8639,10483,11016,12027,2000,1000,1500,500,notdefault
80000,25,0,0,0,0,22619,31429,27923,25280,10010,1209,579,0,notdefault
290000,55,0,0,2,0,7970,10320,10005,10838,2482,0,1000,1000,default
290000,37,-1,-1,-1,-1,20565,8741,24250,97542,8741,24257,97542,16950,notdefault
330000,29,0,0,0,0,49549,133957,128212,79407,90000,3000,5000,8875,notdefault
220000,41,0,0,2,0,138657,156689,150748,154481,22000,0,8000,7000,notdefault
520000,32,0,0,0,0,17718,12490,7894,6426,1222,1200,505,502,notdefault
10000,27,2,0,0,0,6694,7546,8345,8688,1124,1207,1000,177,notdefault
50000,36,2,0,0,0,47097,46006,36272,11521,1796,1284,1060,100,default
140000,35,0,0,0,0,10339,18276,25852,14390,10006,10048,5008,2018,notdefault
360000,50,-1,-1,-2,-1,1858,0,0,3000,0,0,3000,0,notdefault
170000,34,-1,-1,-1,-1,1837,1328,321,0,1328,324,0,3857,notdefault
20000,42,1,2,0,0,17614,17042,18052,18562,0,1300,810,700,default
80000,34,0,0,0,0,64553,52484,41048,31786,1784,1874,2000,1011,notdefault
50000,33,0,0,0,0,53282,50936,49911,19817,3000,2300,715,1000,default
80000,32,2,0,0,0,79237,65301,67253,67352,3000,4005,2500,10000,default
140000,48,0,-1,-1,-1,1154,1233,862,1355,1233,1075,1355,1130,notdefault
70000,62,0,0,0,0,69926,69474,60975,38546,4000,3000,1341,1359,notdefault
200000,26,0,0,0,0,203025,201474,158869,145723,10010,10000,7000,6000,notdefault
230000,32,0,0,0,0,87764,73526,72376,76870,2630,2614,6000,0,default
30000,49,0,0,0,2,2273,2127,2552,1992,2000,1300,0,0,default
20000,28,0,0,0,0,8723,10265,12086,13180,2000,2000,1600,1000,notdefault
60000,27,0,0,0,0,39325,40668,42009,43804,2000,2000,2500,1700,notdefault
70000,24,0,0,0,0,69572,71233,66844,50410,2828,2337,1702,1800,notdefault
50000,58,0,0,0,0,50182,41207,19129,18538,1500,1700,1500,700,notdefault
250000,36,1,-1,-1,0,-26,8966,4559,3110,8992,4563,24,0,notdefault
90000,25,2,2,2,0,41757,42797,41814,42813,2001,0,2000,1600,default
30000,28,2,2,2,2,300,300,300,300,0,0,0,1000,default
70000,24,0,0,0,0,12954,14425,18171,20861,2000,4000,3000,0,notdefault
30000,26,2,2,2,2,200,200,200,200,0,0,0,0,default
150000,26,-2,-2,-2,-2,3627,0,0,0,0,0,0,0,default
50000,25,0,0,0,0,35227,36236,21068,18132,2011,2000,2000,1000,notdefault
30000,36,0,0,2,0,14254,16598,15908,16029,2890,0,321,6501,default
130000,70,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
130000,29,-1,-1,-1,0,9619,6247,59904,81838,6247,59904,30000,10000,notdefault
140000,37,-1,-1,-1,-1,13806,1003,1170,1003,1003,1170,1003,1003,default
80000,39,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
50000,51,0,0,0,0,57595,54503,51217,47919,1996,1804,1664,1560,notdefault
90000,28,-1,0,0,0,10962,13244,7097,6624,4512,2500,2397,2150,default
30000,21,4,3,2,0,32179,31397,30358,29758,0,0,0,0,default
210000,30,-1,0,0,0,1654,33257,34395,35321,32000,2000,1500,1500,notdefault
180000,27,1,-2,-2,-1,0,0,0,8081,0,0,8081,0,notdefault
110000,26,1,3,2,0,117274,116911,112706,108302,3000,0,4400,2000,notdefault
140000,29,0,0,0,0,130767,134946,130470,132038,6696,5000,4866,5300,notdefault
20000,25,2,2,4,4,1650,1650,1650,1650,0,0,0,0,default
10000,40,0,0,-1,0,9135,0,1912,3071,0,1912,1200,1000,notdefault
20000,39,0,0,2,2,12241,16020,16457,20906,4000,1000,4750,0,notdefault
360000,28,-2,-2,-2,-2,-307,-307,-307,-307,0,0,0,0,default
20000,26,1,2,2,2,11338,10870,12380,11884,0,2000,0,1203,notdefault
150000,66,0,0,0,0,190790,167666,145132,148054,4942,4875,4085,4113,notdefault
50000,44,0,0,0,0,47569,48768,49234,21067,1986,1452,1200,300,notdefault
10000,27,0,0,2,0,7015,10227,9560,9901,3507,0,500,370,default
310000,34,0,0,0,0,270776,263983,215686,186680,11080,8054,7037,2010,notdefault
180000,30,-1,-1,-1,-1,1730,6792,0,3180,6792,0,3180,2682,notdefault
80000,46,0,0,0,0,73366,76178,78560,49399,4000,4000,2000,3000,notdefault
80000,44,-1,-1,-1,-1,817,1131,817,1907,1131,1000,1907,2000,notdefault
30000,35,1,-2,-1,0,0,0,12403,17849,0,12403,8359,4935,notdefault
350000,28,-2,-2,-2,-2,3738,7555,36553,8997,7555,36698,9124,13074,notdefault
80000,34,0,0,0,-1,7437,8906,7718,1388,4000,1000,1388,0,notdefault
200000,39,-1,-1,-1,-1,326,326,326,326,326,326,326,326,default
320000,31,-2,-2,-2,-2,1345,5458,9572,3826,5458,9579,3826,737,notdefault
80000,36,1,-1,-1,-1,4749,6108,2861,3277,6120,2861,3279,3319,notdefault
360000,28,-1,-1,-1,-1,7156,9780,6672,11201,9849,6712,11244,9747,notdefault
320000,28,1,2,2,0,23595,23906,22035,22015,2000,0,2007,1000,default
20000,29,0,0,2,3,16196,17825,20234,20510,2200,3000,900,0,notdefault
140000,36,0,0,0,0,74177,65336,53578,49288,4000,3500,2000,2500,default
180000,27,-2,-2,-2,-2,349,1257,1097,243,1260,1104,243,323,default
60000,24,3,2,2,2,150,150,150,150,0,0,0,0,default
30000,44,2,0,0,0,21003,22309,23343,24336,1662,1696,1689,1016,default
140000,33,-2,-2,-2,-2,1825,0,1264,0,0,1264,0,0,notdefault
380000,43,1,2,2,-2,8201,7882,-2,-2,39,0,0,0,default
400000,28,-1,-1,-1,0,3299,6930,2375,1211,6978,2387,1127,6694,notdefault
310000,35,0,0,0,0,124617,126982,125072,126416,6015,5006,5006,10004,notdefault
170000,53,0,0,0,0,161858,162402,159863,159700,5800,6500,5000,3000,notdefault
300000,33,0,0,0,0,62951,64491,65692,64969,4007,5000,5000,6000,notdefault
180000,33,0,0,0,0,30781,31202,31188,32979,2000,1408,2979,2526,notdefault
410000,42,0,0,0,0,338106,342904,344464,240865,15000,14000,9000,8500,notdefault
190000,41,2,2,0,0,127370,117487,117568,103011,0,6000,5000,3300,default
200000,25,-1,-1,-2,-1,2017,0,381,1060,0,381,1060,429,notdefault
70000,23,0,0,0,0,57034,58224,59158,60675,2700,2500,2500,2500,notdefault
120000,34,0,0,0,0,88210,86473,86353,84327,3300,3022,3100,3000,notdefault
360000,35,-1,-1,-1,-1,1195,23944,884,789,23944,884,300,0,notdefault
150000,29,0,0,0,0,8902,9231,9124,9356,1200,1300,1000,1572,notdefault
250000,43,-2,-2,-2,-2,-6,1298,826,2044,1304,830,2054,0,notdefault
30000,45,0,0,0,0,29029,27381,28945,29373,2000,2138,1102,0,notdefault
70000,25,0,-1,-1,-1,5328,212,41069,-367,212,42000,0,0,notdefault
50000,28,0,0,2,0,14484,18528,18923,19310,4300,1000,1000,1000,default
310000,31,0,0,0,0,279711,266417,271746,260673,10143,24932,10440,6265,notdefault
240000,46,0,0,0,0,47379,49274,51171,52716,3000,3000,3000,3000,notdefault
80000,49,0,0,0,0,77347,61998,47941,47851,2384,5000,2000,1732,notdefault
200000,30,1,-2,-2,-2,736,736,736,736,736,736,736,736,notdefault
210000,27,0,0,0,0,90675,19357,18885,20258,1607,1700,2000,2000,notdefault
230000,30,-1,-1,-1,0,3686,5557,5816,1288,5619,5838,7,23312,notdefault
180000,26,0,0,0,0,93169,58983,60506,58458,4500,4000,4000,4000,notdefault
150000,29,-1,-1,-2,-1,249,0,0,12877,0,0,12877,1558,notdefault
150000,34,-2,-2,-2,-2,316,1801,1139,2246,1801,1139,2246,5435,notdefault
360000,36,-1,-1,-1,-1,4279,9398,26510,50810,9398,26510,51109,2080,notdefault
